cidade;estado;populacao;pib per capita;idh
quixere;ceara;19772;6852.58007812;0.608
rafael fernandes;rio grande do norte;4797;4668.27001953;0.654
rafael godeiro;rio grande do norte;3251;4551.89013672;0.564
rafael jambeiro;bahia;24004;4011.29003906;0.745
rafard;sao paulo;8364;13911.08007812;0.630
ramilandia;parana;4365;8900.71972656;0.751
rancharia;sao paulo;29149;24630.41015625;0.707
rancho alegre;parana;4083;8149.72021484;0.704
rancho alegre d'oeste;parana;2976;19009.66015625;0.753
rancho queimado;santa catarina;2893;13422.37988281;0.626
raposa;maranhao;25837;3906.01000977;0.730
raposos;minas gerais;15521;3980.39990234;0.655
raul soares;minas gerais;24606;6101.83984375;0.722
realeza;parana;16288;12766.21972656;0.672
reboucas;parana;14637;6894.00976562;0.772
recife;pernambuco;1561659;15903.1796875;0.692
recreio;minas gerais;10538;5658.41015625;0.500
recursolandia;tocantins;3839;5836.18017578;0.672
redencao;para;67064;8555.51953125;0.626
redencao;ceara;26768;3668.98999023;0.657
redencao da serra;sao paulo;4245;8496.03027344;0.589
redencao do gurgueia;piaui;8567;3492.7199707;0.631
redentora;rio grande do sul;10170;6787.72021484;0.629
reduto;minas gerais;6663;6424.33007812;0.591
regeneracao;piaui;18190;3312.65991211;0.768
regente feijo;sao paulo;17725;16209.71972656;0.728
reginopolis;sao paulo;8172;7922.85009766;0.754
registro;sao paulo;55168;10616.84960938;0.731
relvado;rio grande do sul;2244;11404.91992188;0.579
remanso;bahia;39705;3907.35009766;0.607
remigio;paraiba;17423;3995.08007812;0.733
renascenca;parana;6937;19100.43945312;0.601
reriutaba;ceara;19444;3624;0.768
resende;rio de janeiro;130035;38536.359375;0.685
resende costa;minas gerais;10941;6087;0.618
reserva;parana;25148;9210.83007812;0.676
reserva do cabacal;mato grosso;2598;8979.74023438;0.648
reserva do iguacu;parana;7449;8778.16992188;0.670
resplendor;minas gerais;17608;8769.8203125;0.683
ressaquinha;minas gerais;4732;18237.5;0.705
restinga;sao paulo;6897;11307.88964844;0.683
restinga seca;rio grande do sul;15885;14337.12988281;0.636
retirolandia;bahia;11798;4634.12011719;0.576
riachao;maranhao;21672;6972.87988281;0.574
riachao;paraiba;3564;4053.32006836;0.578
riachao das neves;bahia;23431;11118.62988281;0.553
riachao do bacamarte;paraiba;4319;4134.20996094;0.539
riachao do dantas;sergipe;19588;4908.79980469;0.628
riachao do jacuipe;bahia;33666;3733.88989258;0.555
riachao do poco;paraiba;4417;4696.24023438;0.572
riachinho;tocantins;3808;6016.85986328;0.632
riachinho;minas gerais;8437;5963.70996094;0.584
riacho da cruz;rio grande do norte;3165;4344.64990234;0.570
riacho das almas;pernambuco;18930;4661.97021484;0.591
riacho de santana;rio grande do norte;4437;4573.64990234;0.615
riacho de santana;bahia;30602;4470.37011719;0.594
riacho de santo antonio;paraiba;1588;6052.27001953;0.568
riacho dos cavalos;paraiba;8301;3529.2800293;0.627
riacho dos machados;minas gerais;9716;5494.52978516;0.541
riacho frio;piaui;5093;3284.05004883;0.592
riachuelo;sergipe;9466;10337.74023438;0.617
riachuelo;rio grande do norte;7171;4110.97998047;0.727
rialma;goias;10911;10937.59960938;0.693
rianapolis;goias;4256;17466.1796875;0.615
ribamar fiquene;maranhao;7477;5103.79980469;0.664
ribas do rio pardo;mato grosso do sul;20077;20313.59960938;0.698
ribeira;sao paulo;3545;6300.81982422;0.512
ribeira do amparo;bahia;14621;3167.66992188;0.520
ribeira do piaui;piaui;4252;2977.68994141;0.601
ribeira do pombal;bahia;49263;4972.58007812;0.602
ribeirao;pernambuco;39317;5370.12011719;0.712
ribeirao bonito;sao paulo;11857;10183.87011719;0.639
ribeirao branco;sao paulo;18607;10914.75976562;0.670
ribeirao cascalheira;mato grosso;9172;11133.26953125;0.716
ribeirao claro;parana;11246;10327.29980469;0.711
ribeirao corrente;sao paulo;4216;20842.1796875;0.684
ribeirao das neves;minas gerais;349307;4903.54003906;0.540
ribeirao do largo;bahia;14528;4386.00976562;0.701
ribeirao do pinhal;parana;13584;6550.37011719;0.747
ribeirao do sul;sao paulo;4663;12119.33007812;0.721
ribeirao dos indios;sao paulo;2317;12558.12988281;0.705
ribeirao grande;sao paulo;6992;11821.15039062;0.784
ribeirao pires;sao paulo;112011;14564.08984375;0.800
ribeirao preto;sao paulo;563107;26083.97070312;0.737
ribeirao vermelho;minas gerais;3938;9585.16992188;0.692
ribeiraozinho;mato grosso;2194;14990.91015625;0.601
ribeiro goncalves;piaui;6869;13811.8203125;0.613
ribeiropolis;sergipe;16194;6983.85009766;0.740
rifaina;sao paulo;3826;9278.70996094;0.734
rincao;sao paulo;10846;7752.89013672;0.723
rinopolis;sao paulo;9385;9620.98046875;0.673
rio acima;minas gerais;8685;9846.13964844;0.687
rio azul;parana;13760;10910.5;0.681
rio bananal;espirito santo;17247;10523.61035156;0.729
rio bom;parana;3292;8835.9296875;0.710
rio bonito;rio de janeiro;55051;15159.99023438;0.629
rio bonito do iguacu;parana;15121;7807.83007812;0.727
rio branco;acre;305954;12542.30957031;0.707
rio branco;mato grosso;5208;8627.21972656;0.640
rio branco do ivai;parana;4006;10732.95996094;0.679
rio branco do sul;parana;33142;16613.44921875;0.715
rio brilhante;mato grosso do sul;27903;21507.359375;0.650
rio casca;minas gerais;14790;7306.39013672;0.683
rio claro;sao paulo;191886;23570.31054688;0.803
rio claro;rio de janeiro;18366;9580.87011719;0.643
rio crespo;rondonia;3290;27342.52929688;0.608
rio da conceicao;tocantins;1530;8503.13964844;0.697
rio das antas;santa catarina;6237;13844.05957031;0.680
rio das flores;rio de janeiro;8787;33357.8515625;0.773
rio das ostras;rio de janeiro;96622;46367.26953125;0.759
rio das pedras;sao paulo;28478;32643.109375;0.605
rio de contas;bahia;13816;3992.62988281;0.799
rio de janeiro;rio de janeiro;6186710;28405.94921875;0.576
rio do antonio;bahia;15110;3525.72998047;0.729
rio do campo;santa catarina;6135;15075.25976562;0.569
rio do fogo;rio grande do norte;10124;4630.52001953;0.754
rio do oeste;santa catarina;7033;18292.58984375;0.594
rio do pires;bahia;11612;3143.66992188;0.605
rio do prado;minas gerais;4412;6096.50976562;0.802
rio do sul;santa catarina;59962;20590.83007812;0.664
rio doce;minas gerais;2656;6315.62011719;0.616
rio dos bois;tocantins;2136;13890.54980469;0.729
rio dos cedros;santa catarina;10170;13863.84960938;0.656
rio dos indios;rio grande do sul;4192;9931.5703125;0.602
rio espera;minas gerais;6728;4292.99023438;0.613
rio formoso;pernambuco;21815;6720.81005859;0.806
rio fortuna;santa catarina;4648;16996.16015625;0.744
rio grande;rio grande do sul;196337;31990.18945312;0.749
rio grande da serra;sao paulo;41602;10134.87011719;0.572
rio grande do piaui;piaui;6650;3221.22998047;0.643
rio largo;alagoas;67797;5373.70996094;0.648
rio manso;minas gerais;5266;7044.66015625;0.638
rio maria;para;17437;9826.40039062;0.738
rio negrinho;santa catarina;44633;11919.4296875;0.760
rio negro;parana;31191;18326.890625;0.709
rio negro;mato grosso do sul;5054;10929.0703125;0.707
rio novo;minas gerais;9300;5876.04003906;0.711
rio novo do sul;espirito santo;11447;7540.33007812;0.709
rio paranaiba;minas gerais;10990;32888.19140625;0.693
rio pardo;rio grande do sul;38989;12034.5703125;0.624
rio pardo de minas;minas gerais;29947;5039.47998047;0.685
rio piracicaba;minas gerais;14846;8000.29980469;0.714
rio pomba;minas gerais;17359;7978.64013672;0.679
rio preto;minas gerais;5631;6649.35986328;0.611
rio preto da eva;amazonas;26847;8054.37011719;0.731
rio quente;goias;3285;15053.87011719;0.572
rio real;bahia;38095;5328.50976562;0.653
rio rufino;santa catarina;2518;10096.04980469;0.600
rio sono;tocantins;6366;5120.00976562;0.585
rio tinto;paraiba;23788;5703.97021484;0.754
rio verde;goias;163021;26133.55078125;0.673
rio verde de mato grosso;mato grosso do sul;19216;11779.65039062;0.558
rio vermelho;minas gerais;15343;4056.65991211;0.703
riolandia;sao paulo;10542;9507.63964844;0.661
riozinho;rio grande do sul;4664;12600.88964844;0.714
riqueza;santa catarina;5126;10824.04980469;0.653
ritapolis;minas gerais;5149;6380.18994141;0.664
riversul;sao paulo;6520;6696.56982422;0.729
roca sales;rio grande do sul;10468;20873.5703125;0.651
rochedo;mato grosso do sul;4480;18046.8203125;0.684
rochedo de minas;minas gerais;2137;7729.93994141;0.754
rodeio;santa catarina;11215;11863.54003906;0.732
rodeio bonito;rio grande do sul;5880;10686.96972656;0.668
rodeiro;minas gerais;6589;12723.83984375;0.632
rodelas;bahia;7446;3979.70996094;0.604
rodolfo fernandes;rio grande do norte;4724;4067.54003906;0.567
rodrigues alves;acre;13460;11379.61035156;0.689
rolador;rio grande do sul;2869;13759.59960938;0.739
rolandia;parana;56352;20143.859375;0.688
rolante;rio grande do sul;20306;10775.62011719;0.700
rolim de moura;rondonia;50499;10301.58007812;0.708
romaria;minas gerais;3636;26808.02929688;0.692
romelandia;santa catarina;5760;10891.6796875;0.681
roncador;parana;12309;12038.48046875;0.724
ronda alta;rio grande do sul;9865;14755.59960938;0.764
rondinha;rio grande do sul;5736;14298.73046875;0.640
rondolandia;mato grosso;3484;19575.27929688;0.713
rondon;parana;9465;17819.69921875;0.602
rondon do para;para;47772;5128.24023438;0.755
rondonopolis;mato grosso;181902;26730.5703125;0.688
roque gonzales;rio grande do sul;7394;11634.55957031;0.619
rorainopolis;roraima;26546;8721.74023438;0.764
rosana;sao paulo;18918;41153.33984375;0.632
rosario;maranhao;39627;3402.19995117;0.662
rosario da limeira;minas gerais;4362;5454.58007812;0.631
rosario do catete;sergipe;8965;56196.05078125;0.662
rosario do ivai;parana;5813;7084.93017578;0.699
rosario do sul;rio grande do sul;41746;12822.24023438;0.650
rosario oeste;mato grosso;18497;10997.58007812;0.737
roseira;sao paulo;9527;25260.2109375;0.505
roteiro;alagoas;6864;5651.75976562;0.582
rubelita;minas gerais;8097;4021.2199707;0.721
rubiacea;sao paulo;2661;21538.2109375;0.719
rubiataba;goias;18618;8638.11035156;0.609
rubim;minas gerais;9855;5132.20996094;0.759
rubineia;sao paulo;2611;12439.70996094;0.548
ruropolis;para;36068;2992.80004883;0.674
russas;ceara;67960;6491.89013672;0.605
ruy barbosa;rio grande do norte;3730;4575.81982422;0.610
ruy barbosa;bahia;30422;4109.93017578;0.731
sabara;minas gerais;126195;7964.43017578;0.740
sabaudia;parana;5642;12647.84960938;0.728
sabino;sao paulo;5420;13148.05957031;0.638
sabinopolis;minas gerais;16326;5368.10986328;0.575
saboeiro;ceara;16851;2895.79003906;0.732
sacramento;minas gerais;23112;22804.56054688;0.678
sagrada familia;rio grande do sul;2668;10302.01953125;0.730
sagres;sao paulo;2338;10654.20019531;0.585
saire;pernambuco;14194;4318.85986328;0.762
saldanha marinho;rio grande do sul;3019;24075.3203125;0.751
sales;sao paulo;5399;10832.20019531;0.772
sales oliveira;sao paulo;8021;19449.41015625;0.732
salesopolis;sao paulo;16041;9542.87011719;0.744
salete;santa catarina;7737;13061.1796875;0.563
salgadinho;paraiba;3518;3603.04003906;0.534
salgadinho;pernambuco;8214;3181.12988281;0.609
salgado;sergipe;19101;4757.87011719;0.568
salgado de sao felix;paraiba;12950;3484.15991211;0.700
salgado filho;parana;4640;11105.04980469;0.669
salgueiro;pernambuco;55435;5684.20996094;0.679
salinas;minas gerais;38789;6123.33007812;0.617
salinas da margarida;bahia;14194;4398.10986328;0.647
salinopolis;para;39184;3984.44995117;0.540
salitre;ceara;16845;4619.89013672;0.719
salmourao;sao paulo;4779;11151.9296875;0.559
saloa;pernambuco;15547;4011.16992188;0.791
saltinho;santa catarina;4178;13238.73046875;0.654
saltinho;sao paulo;7149;14996.62011719;0.780
salto;sao paulo;109948;19887.68945312;0.608
salto da divisa;minas gerais;7157;6274.00976562;0.729
salto de pirapora;sao paulo;39616;12095.95996094;0.666
salto do ceu;mato grosso;3584;10430.04003906;0.704
salto do itarare;parana;5134;7160.93994141;0.687
salto do jacui;rio grande do sul;12770;14351.30957031;0.718
salto do lontra;parana;12828;9112.54003906;0.704
salto grande;sao paulo;8968;12599.3203125;0.784
salto veloso;santa catarina;4367;33157.19140625;0.759
salvador;bahia;2998056;10948.5;0.753
salvador das missġes;rio grande do sul;2671;23876.140625;0.740
salvador do sul;rio grande do sul;7165;19510.609375;0.608
salvaterra;para;18124;3835.48999023;0.565
sambaiba;maranhao;6038;16644.66992188;0.606
sampaio;tocantins;3886;6731.52978516;0.747
sananduva;rio grande do sul;15216;18217.8203125;0.736
sanclerlandia;goias;7936;11143.08984375;0.659
sandolandia;tocantins;3562;10836.70996094;0.709
sandovalina;sao paulo;3387;66347.6171875;0.700
sangao;santa catarina;11121;11443.73046875;0.603
sanharo;pernambuco;18723;4411.85986328;0.727
santa adelia;sao paulo;14537;12549.40039062;0.760
santa albertina;sao paulo;4992;11300.75976562;0.728
santa amelia;parana;4105;7565.64990234;0.653
santa barbara;bahia;20461;4169.68994141;0.583
santa barbara;minas gerais;27571;6839.25976562;0.707
santa barbara d'oeste;sao paulo;189573;16434.47070312;0.781
santa barbara de goias;goias;6031;8219.50976562;0.706
santa barbara do leste;minas gerais;7762;5546.12988281;0.613
santa barbara do monte verde;minas gerais;2999;7442.29980469;0.606
santa barbara do para;para;14740;4027.88989258;0.627
santa barbara do sul;rio grande do sul;9164;29461.36914062;0.725
santa barbara do tugurio;minas gerais;4574;6124.08007812;0.637
santa branca;sao paulo;13881;9845.3203125;0.735
santa brigida;bahia;15652;3382.33007812;0.546
santa carmem;mato grosso;4573;39983.140625;0.715
santa cecilia;santa catarina;15928;12663.79003906;0.525
santa cecilia;paraiba;7244;3940.48999023;0.698
santa cecilia do pavao;parana;3695;14211.58984375;0.723
santa cecilia do sul;rio grande do sul;1776;16170.70996094;0.725
santa clara d'oeste;sao paulo;2141;10274.91015625;0.733
santa clara do sul;rio grande do sul;5868;14182.38964844;0.740
santa cruz;pernambuco;14782;3639.90991211;0.635
santa cruz;rio grande do norte;35095;4524.60009766;0.618
santa cruz;paraiba;6677;3849.10009766;0.549
santa cruz cabralia;bahia;26250;5836.54980469;0.654
santa cruz da baixa verde;pernambuco;12209;3004.37011719;0.612
santa cruz da conceicao;sao paulo;4154;13492.73046875;0.790
santa cruz da esperanca;sao paulo;1733;18236.41015625;0.743
santa cruz da vitoria;bahia;6443;3592.98999023;0.610
santa cruz das palmeiras;sao paulo;33583;7605.64990234;0.728
santa cruz de goias;goias;3680;16089.91992188;0.688
santa cruz de minas;minas gerais;7671;4515.14013672;0.706
santa cruz de monte castelo;parana;8015;10848.33984375;0.710
santa cruz de salinas;minas gerais;5466;4091.0300293;0.577
santa cruz do arari;para;6280;3565.14990234;0.557
santa cruz do capibaribe;pernambuco;80330;5089.5;0.648
santa cruz do escalvado;minas gerais;5321;6303.68017578;0.625
santa cruz do piaui;piaui;5969;3251.63989258;0.601
santa cruz do rio pardo;sao paulo;43483;18882.09960938;0.762
santa cruz do sul;rio grande do sul;122451;35760.890625;0.773
santa cruz do xingu;mato grosso;2357;15283.70019531;0.684
santa cruz dos milagres;piaui;3457;3993.08007812;0.577
santa efigenia de minas;minas gerais;4568;4221.31005859;0.607
santa ernestina;sao paulo;5618;7751.04003906;0.738
santa fe;parana;10354;10034.58007812;0.705
santa fe de goias;goias;4882;21642.68945312;0.713
santa fe de minas;minas gerais;4129;5987.39013672;0.615
santa fe do araguaia;tocantins;5795;10286.37011719;0.616
santa fe do sul;sao paulo;29192;19174.25976562;0.784
santa filomena;pernambuco;14694;3080.22998047;0.544
santa filomena;piaui;6180;11461.45019531;0.533
santa filomena do maranhao;maranhao;5804;4951.31005859;0.525
santa gertrudes;sao paulo;21028;17541.859375;0.737
santa helena;paraiba;6198;4033.55004883;0.571
santa helena;maranhao;35472;2963.76000977;0.609
santa helena;parana;24198;11892.12011719;0.744
santa helena;santa catarina;2484;13734.37988281;0.727
santa helena de goias;goias;36336;14085.75;0.724
santa helena de minas;minas gerais;6126;4037.75;0.567
santa ines;bahia;10803;3317.63989258;0.674
santa ines;paraiba;3834;3664.48999023;0.572
santa ines;parana;1882;10920.8203125;0.574
santa ines;maranhao;85701;4920.31982422;0.717
santa isabel;goias;3575;10507.45996094;0.738
santa isabel;sao paulo;46902;15964.55957031;0.683
santa isabel do ivai;parana;8621;10490.1796875;0.720
santa isabel do para;para;55570;4999.91015625;0.659
santa isabel do rio negro;amazonas;18506;3077.13989258;0.479
santa izabel do oeste;parana;11747;10437.46972656;0.696
santa juliana;minas gerais;11571;24475.65039062;0.706
santa leopoldina;espirito santo;12743;8582.9296875;0.626
santa lucia;parana;3743;9343.94042969;0.737
santa lucia;sao paulo;8154;7970.18994141;0.687
santa luz;piaui;5495;3230.92993164;0.588
santa luzia;maranhao;71455;3414.04003906;0.550
santa luzia;bahia;15613;3293.60009766;0.682
santa luzia;paraiba;14752;4680.06982422;0.556
santa luzia;minas gerais;231607;7711.45019531;0.715
santa luzia d'oeste;rondonia;9348;12266.58007812;0.670
santa luzia do itanhy;sergipe;13502;5993.12011719;0.545
santa luzia do norte;alagoas;7572;7058.52001953;0.597
santa luzia do para;para;18417;3172.39990234;0.546
santa luzia do parua;maranhao;20190;7946.12988281;0.599
santa margarida;minas gerais;14806;7137.58007812;0.610
santa margarida do sul;rio grande do sul;2235;30497.2109375;0.663
santa maria;rio grande do norte;4915;4415.62988281;0.590
santa maria;rio grande do sul;268969;12854.95996094;0.784
santa maria da boa vista;pernambuco;41745;5615.97021484;0.590
santa maria da serra;sao paulo;5920;12272.61035156;0.686
santa maria da vitoria;bahia;41758;4399.5;0.614
santa maria das barreiras;para;17778;5177.52001953;0.544
santa maria de itabira;minas gerais;10821;6491.66015625;0.648
santa maria de jetiba;espirito santo;33921;15660.25;0.671
santa maria do cambuca;pernambuco;12942;3721.62988281;0.548
santa maria do herval;rio grande do sul;6476;15922.54003906;0.676
santa maria do oeste;parana;11369;5839.02001953;0.609
santa maria do para;para;23202;4305.14990234;0.598
santa maria do salto;minas gerais;5989;4257.58007812;0.613
santa maria do suacui;minas gerais;14931;4780.27978516;0.640
santa maria do tocantins;tocantins;2807;7179.35986328;0.634
santa maria madalena;rio de janeiro;10775;10136.16015625;0.668
santa mariana;parana;11996;9556.26953125;0.700
santa mercedes;sao paulo;2596;8439.12011719;0.739
santa monica;parana;3642;9970.45019531;0.704
santa quiteria;ceara;45080;4249.41992188;0.616
santa quiteria do maranhao;maranhao;29551;3115.97998047;0.555
santa rita;paraiba;126775;8981.1796875;0.609
santa rita;maranhao;32872;3034.65991211;0.627
santa rita d'oeste;sao paulo;2501;15721.62011719;0.761
santa rita de caldas;minas gerais;9333;10923.41992188;0.690
santa rita de cassia;bahia;27528;3329.81005859;0.605
santa rita de ibitipoca;minas gerais;3847;7004.83984375;0.630
santa rita de jacutinga;minas gerais;5869;8443.05957031;0.682
santa rita de minas;minas gerais;5980;9746.08007812;0.613
santa rita do araguaia;goias;6277;9991.33007812;0.714
santa rita do itueto;minas gerais;5739;9619.91015625;0.607
santa rita do novo destino;goias;3576;8207.66992188;0.634
santa rita do pardo;mato grosso do sul;7454;19667.1796875;0.642
santa rita do passa quatro;sao paulo;27557;12883.33984375;0.775
santa rita do sapucai;minas gerais;36150;16514.73046875;0.721
santa rita do tocantins;tocantins;2377;13778.53027344;0.651
santa rita do trivelato;mato grosso;2751;98890.75;0.735
santa rosa;rio grande do sul;66059;19758.08984375;0.769
santa rosa da serra;minas gerais;3407;10048.09960938;0.705
santa rosa de goias;goias;2765;7515.62011719;0.701
santa rosa de lima;sergipe;3996;5480.14990234;0.592
santa rosa de lima;santa catarina;2103;15096.15039062;0.757
santa rosa de viterbo;sao paulo;24049;17704.56054688;0.770
santa rosa do piaui;piaui;5304;3044.64990234;0.567
santa rosa do purus;acre;4358;6445.89013672;0.517
santa rosa do sul;santa catarina;8241;10397.1796875;0.705
santa rosa do tocantins;tocantins;4565;10773.36035156;0.595
santa salete;sao paulo;1446;16754.08007812;0.772
santa teresa;espirito santo;20742;9907.03027344;0.714
santa teresinha;paraiba;4778;4492.79980469;0.627
santa teresinha;bahia;10546;3212.2800293;0.587
santa tereza;rio grande do sul;1893;13016.03027344;0.746
santa tereza de goias;goias;4141;7220.72021484;0.665
santa tereza do oeste;parana;9320;13104.00976562;0.705
santa tereza do tocantins;tocantins;2390;7003.70019531;0.662
santa terezinha;pernambuco;10184;3548.45996094;0.593
santa terezinha;mato grosso;7690;9529.1796875;0.669
santa terezinha;santa catarina;9363;14355.28027344;0.609
santa terezinha de goias;goias;11829;5399.16015625;0.701
santa terezinha de itaipu;parana;20539;12415.05957031;0.738
santa terezinha do progresso;santa catarina;3062;12417.44042969;0.682
santa terezinha do tocantins;tocantins;2343;6141.35986328;0.637
santa vitoria;minas gerais;15791;17820.5390625;0.710
santa vitoria do palmar;rio grande do sul;31605;14000.36035156;0.712
santaluz;bahia;35416;3649.14990234;0.598
santana;bahia;27259;4263.58984375;0.692
santana;amapa;97220;11361.08984375;0.608
santana da boa vista;rio grande do sul;8891;9392.80957031;0.633
santana da ponte pensa;sao paulo;1616;11953.83007812;0.773
santana da vargem;minas gerais;7222;11501.83007812;0.698
santana de cataguases;minas gerais;3785;5168.12011719;0.694
santana de mangueira;paraiba;5764;3884.5300293;0.535
santana de parnaiba;sao paulo;114321;28285.11914062;0.814
santana de pirapama;minas gerais;8820;6629.50976562;0.628
santana do acarau;ceara;30410;3556.75;0.587
santana do araguaia;para;55033;5198.81005859;0.602
santana do cariri;ceara;18369;3698.39990234;0.612
santana do deserto;minas gerais;3977;5269.20996094;0.651
santana do garambeu;minas gerais;2205;6250.31005859;0.667
santana do ipanema;alagoas;43699;4436.77978516;0.591
santana do itarare;parana;5697;7963.08984375;0.687
santana do jacare;minas gerais;4716;7374.29980469;0.647
santana do livramento;rio grande do sul;84079;10441.20019531;0.621
santana do manhuacu;minas gerais;8353;6160.14990234;0.510
santana do maranhao;maranhao;11170;3385.01000977;0.591
santana do matos;rio grande do norte;14544;4214.35986328;0.519
santana do mundau;alagoas;12039;4330.47021484;0.685
santana do paraiso;minas gerais;24695;8169.22021484;0.574
santana do piaui;piaui;5015;3186.23999023;0.665
santana do riacho;minas gerais;4405;5354.35009766;0.590
santana do sao francisco;sergipe;6861;4465.99023438;0.642
santana do serido;rio grande do norte;2858;5393.06005859;0.594
santana dos garrotes;paraiba;7817;3723.2800293;0.647
santana dos montes;minas gerais;4134;4668.45019531;0.592
santanopolis;bahia;9643;3022.94995117;0.691
santarem;paraiba;2749;4236.16015625;0.622
santarem;para;276665;6381.93994141;0.587
santarem novo;para;6347;3328.79003906;0.766
santiago;rio grande do sul;51160;9712.08984375;0.728
santiago do sul;santa catarina;1443;14374.36035156;0.689
santo afonso;mato grosso;2944;12891.87988281;0.646
santo amaro;bahia;58387;5265.04003906;0.781
santo amaro da imperatriz;santa catarina;18436;11383.04980469;0.637
santo amaro das brotas;sergipe;12140;5546.50976562;0.518
santo amaro do maranhao;maranhao;11693;2632.23999023;0.753
santo anastacio;sao paulo;21222;10604.5703125;0.600
santo andre;paraiba;2707;4245.33007812;0.815
santo andre;sao paulo;673396;21843.91015625;0.772
santo angelo;rio grande do sul;75445;14562.29980469;0.620
santo antonio;rio grande do norte;22071;4820.18994141;0.702
santo antonio da alegria;sao paulo;6346;14994.76953125;0.691
santo antonio da barra;goias;4295;16547.9296875;0.717
santo antonio da patrulha;rio grande do sul;39500;12559.8203125;0.718
santo antonio da platina;parana;42002;10161.9296875;0.686
santo antonio das missġes;rio grande do sul;12016;12535.12011719;0.723
santo antonio de goias;goias;4230;8916.73046875;0.700
santo antonio de jesus;bahia;88768;9408.30957031;0.584
santo antonio de lisboa;piaui;5965;4794.10986328;0.718
santo antonio de padua;rio de janeiro;42405;12149.23046875;0.702
santo antonio de posse;sao paulo;21247;14784.46972656;0.672
santo antonio do amparo;minas gerais;18125;7535.58007812;0.757
santo antonio do aracangua;sao paulo;7335;26158.72070312;0.671
santo antonio do aventureiro;minas gerais;3600;6313.54003906;0.696
santo antonio do caiua;parana;2733;9692.48046875;0.665
santo antonio do descoberto;goias;58474;3991.42993164;0.633
santo antonio do grama;minas gerais;4349;6266.68017578;0.490
santo antonio do ica;amazonas;30351;3097.5300293;0.558
santo antonio do itambe;minas gerais;4651;4709.31982422;0.574
santo antonio do jacinto;minas gerais;11458;4537.70996094;0.714
santo antonio do jardim;sao paulo;5785;13524.19042969;0.655
santo antonio do leste;mato grosso;3573;67329.03125;0.656
santo antonio do leverger;mato grosso;20412;9334.91015625;0.724
santo antonio do monte;minas gerais;25899;8488.65039062;0.764
santo antonio do palma;rio grande do sul;2295;15572.37988281;0.716
santo antonio do paraiso;parana;2315;12326.59960938;0.706
santo antonio do pinhal;sao paulo;6896;8206.90039062;0.759
santo antonio do planalto;rio grande do sul;2108;21565.08007812;0.570
santo antonio do retiro;minas gerais;7087;3607.86010742;0.669
santo antonio do rio abaixo;minas gerais;1794;5956.93017578;0.671
santo antonio do sudoeste;parana;19386;7978.12988281;0.632
santo antonio do taua;para;26855;3877.83007812;0.566
santo antonio dos lopes;maranhao;14663;4433.45019531;0.619
santo antonio dos milagres;piaui;2032;2839.70996094;0.739
santo augusto;rio grande do sul;13845;16033.29003906;0.738
santo cristo;rio grande do sul;14585;18217.8203125;0.626
santo estevao;bahia;46855;5650.77001953;0.732
santo expedito;sao paulo;2956;9273.86035156;0.732
santo expedito do sul;rio grande do sul;2684;14421.29003906;0.657
santo hipolito;minas gerais;3673;8130.50976562;0.739
santo inacio;parana;4956;25690.01953125;0.613
santo inacio do piaui;piaui;3756;3272.58007812;0.740
santopolis do aguapei;sao paulo;4234;9958.66992188;0.840
santos;sao paulo;417098;54054.76171875;0.741
santos dumont;minas gerais;47244;11922.45019531;0.611
sao benedito;ceara;45407;4464.16015625;0.541
sao benedito do rio preto;maranhao;17818;3032.86010742;0.530
sao benedito do sul;pernambuco;10838;3510.37988281;0.606
sao bentinho;paraiba;4214;4523.18017578;0.602
sao bento;maranhao;39312;2694.29003906;0.580
sao bento;paraiba;30353;5180.85986328;0.672
sao bento abade;minas gerais;4715;7222.20996094;0.555
sao bento do norte;rio grande do norte;3658;5480.52001953;0.720
sao bento do sapucai;sao paulo;10966;8336.1796875;0.782
sao bento do sul;santa catarina;76514;19618.640625;0.605
sao bento do tocantins;tocantins;4666;4560.54003906;0.595
sao bento do trairi;rio grande do norte;3875;4539.75;0.593
sao bento do una;pernambuco;49372;5416.02978516;0.677
sao bernardino;santa catarina;2633;15699.58007812;0.572
sao bernardo;maranhao;26615;3366.39990234;0.805
sao bernardo do campo;sao paulo;810979;35680.05078125;0.731
sao bonifacio;santa catarina;3274;10201.01953125;0.736
sao borja;rio grande do sul;63035;18377.69921875;0.572
sao bras;alagoas;7062;3901.02001953;0.664
sao bras do suacui;minas gerais;3657;19326.80078125;0.596
sao braz do piaui;piaui;4455;3335.89990234;0.585
sao caetano de odivelas;para;16862;3472.39990234;0.862
sao caetano do sul;sao paulo;152093;58649.6484375;0.591
sao caitano;pernambuco;36336;3568.61010742;0.805
sao carlos;sao paulo;220463;20519.06054688;0.769
sao carlos;santa catarina;10938;13381.74023438;0.682
sao carlos do ivai;parana;5990;22112.98046875;0.662
sao cristovao;sergipe;75104;5765.52001953;0.665
sao cristovao do sul;santa catarina;5087;12349.55957031;0.579
sao desiderio;bahia;27513;35657.1796875;0.548
sao domingos;sergipe;10555;4734.58984375;0.588
sao domingos;paraiba;2822;4550.56982422;0.640
sao domingos;santa catarina;9611;20993.41992188;0.765
sao domingos;goias;10156;7188.62988281;0.597
sao domingos;bahia;9730;4424.97998047;0.638
sao domingos das dores;minas gerais;5418;6366.27978516;0.594
sao domingos do araguaia;para;22063;4205.87988281;0.590
